product_id,category_code,category_name,product_name,brand,quality_level,unit_type,unit_size_1,cp_1_rs,sp_1_rs,unit_size_2,cp_2_rs,sp_2_rs,unit_size_3,cp_3_rs,sp_3_rs,unit_size_4,cp_4_rs,sp_4_rs,unit_size_5,cp_5_rs,sp_5_rs,_row_id,_source_file,_source_sheet,_staged_at
VEG-001,VEG,Fresh Vegetables,Potato,Fresho,Standard,g,250 g,10,12,500 g,16,18,1 kg,32,37,2 kg,64,74,5 kg,160,184,111,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-002,VEG,Fresh Vegetables,Tomato,Fresho,Standard,g,250 g,12,14,500 g,24,28,1 kg,48,55,2 kg,96,110,5 kg,240,276,112,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-003,VEG,Fresh Vegetables,Onion,Fresho,Standard,g,250 g,13,15,500 g,26,30,1 kg,52,60,2 kg,104,120,5 kg,260,299,113,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-004,VEG,Fresh Vegetables,Green Peas,Fresho,Premium,g,100 g,14,16,250 g,35,40,500 g,70,81,1 kg,140,161,2 kg,280,322,114,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-005,VEG,Fresh Vegetables,Cauliflower,Fresho,Standard,piece,1 piece,50,57,2 piece,100,115,4 piece,200,230,6 piece,300,345,10 piece,500,575,115,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-006,VEG,Fresh Vegetables,Spinach,Fresho,Standard,g,100 g,10,12,250 g,25,29,500 g,50,57,1 kg,100,115,2 kg,200,230,116,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-007,VEG,Fresh Vegetables,Carrot,Fresho,Standard,g,100 g,10,12,250 g,18,21,500 g,35,40,1 kg,70,81,2 kg,140,161,117,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-008,VEG,Fresh Vegetables,Cucumber,Fresho,Standard,g,100 g,10,12,250 g,15,17,500 g,30,35,1 kg,60,69,2 kg,120,138,118,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-009,VEG,Fresh Vegetables,Green Chilli,Fresho,Standard,g,100 g,14,16,250 g,35,40,500 g,70,81,1 kg,140,161,2 kg,280,322,119,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
VEG-010,VEG,Fresh Vegetables,Brinjal,Fresho,Standard,g,100 g,10,12,250 g,16,18,500 g,32,37,1 kg,65,75,2 kg,130,150,120,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-001,BIS,Biscuits & Cookies,Parle-G,Parle,Standard,g,50 g,8,9,100 g,15,17,150 g,21,24,250 g,35,40,500 g,68,78,121,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-002,BIS,Biscuits & Cookies,Britannia Good Day,Britannia,Standard,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,122,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-003,BIS,Biscuits & Cookies,Britannia Marie Gold,Britannia,Standard,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,123,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-004,BIS,Biscuits & Cookies,Britannia Bourbon,Britannia,Premium,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,124,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-005,BIS,Biscuits & Cookies,Parle Hide & Seek,Parle,Premium,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,125,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-006,BIS,Biscuits & Cookies,Sunfeast Dark Fantasy,Sunfeast,Premium,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,126,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-007,BIS,Biscuits & Cookies,Sunfeast Marie Light,Sunfeast,Standard,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,127,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-008,BIS,Biscuits & Cookies,Oreo Original,Oreo,Premium,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,128,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-009,BIS,Biscuits & Cookies,Tiger Glucose Biscuits,Britannia,Standard,g,50 g,8,9,100 g,15,17,150 g,21,24,250 g,35,40,500 g,68,78,129,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BIS-010,BIS,Biscuits & Cookies,Jim Jam Sandwich Biscuits,Parle,Standard,g,50 g,8,9,100 g,16,18,150 g,23,26,250 g,39,45,500 g,75,86,130,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-001,TEA,Tea & Coffee,Tata Tea Gold,Tata Tea,Premium,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,131,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-002,TEA,Tea & Coffee,Tata Tea Premium,Tata Tea,Standard,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,132,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-003,TEA,Tea & Coffee,Brooke Bond Red Label,Brooke Bond,Standard,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,133,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-004,TEA,Tea & Coffee,Brooke Bond Taj Mahal,Brooke Bond,Premium,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,134,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-005,TEA,Tea & Coffee,Society Tea,Society,Standard,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,135,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-006,TEA,Tea & Coffee,Wagh Bakri Premium Tea,Wagh Bakri,Premium,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,136,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-007,TEA,Tea & Coffee,Nescafé Classic,Nescafé,Standard,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,137,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-008,TEA,Tea & Coffee,Nescafé Sunrise,Nescafé,Standard,g,50 g,29,33,100 g,57,66,250 g,135,155,500 g,260,299,1 kg,499,574,138,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-009,TEA,Tea & Coffee,Bru Instant Coffee,Bru,Standard,g,50 g,121,139,100 g,242,278,250 g,572,658,500 g,1100,1265,1 kg,2112,2429,139,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
TEA-010,TEA,Tea & Coffee,Tata Coffee Grand,Tata Coffee,Premium,g,50 g,91,105,100 g,182,209,250 g,429,493,500 g,825,949,1 kg,1584,1822,140,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-001,PCR,Personal Care,Sunsilk Shampoo,Sunsilk,Standard,ml,50 ml,33,38,100 ml,66,76,250 ml,156,179,500 ml,300,345,1 L,576,662,141,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-002,PCR,Personal Care,Clinic Plus Shampoo,Clinic Plus,Standard,ml,50 ml,33,38,100 ml,66,76,250 ml,156,179,500 ml,300,345,1 L,576,662,142,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-003,PCR,Personal Care,Dove Body Wash,Dove,Premium,ml,50 ml,30,35,100 ml,61,70,250 ml,143,164,500 ml,275,316,1 L,528,607,143,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-004,PCR,Personal Care,Lux Soap,Lux,Standard,g,50 g,20,23,100 g,38,44,250 g,91,105,500 g,175,201,1 kg,336,386,144,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-005,PCR,Personal Care,Pears Soap,Pears,Premium,g,50 g,20,23,100 g,38,44,250 g,91,105,500 g,175,201,1 kg,336,386,145,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-006,PCR,Personal Care,Dettol Body Wash,Dettol,Premium,ml,50 ml,30,35,100 ml,61,70,250 ml,143,164,500 ml,275,316,1 L,528,607,146,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-007,PCR,Personal Care,Nivea Body Lotion,Nivea,Premium,ml,50 ml,29,33,100 ml,57,66,250 ml,135,155,500 ml,260,299,1 L,499,574,147,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-008,PCR,Personal Care,Vaseline Body Lotion,Vaseline,Standard,ml,50 ml,29,33,100 ml,57,66,250 ml,135,155,500 ml,260,299,1 L,499,574,148,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-009,PCR,Personal Care,Himalaya Face Wash,Himalaya,Standard,ml,50 ml,40,46,100 ml,79,91,250 ml,187,215,500 ml,360,414,1 L,691,795,149,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
PCR-010,PCR,Personal Care,Mamaearth Face Wash,Mamaearth,Premium,ml,50 ml,57,66,100 ml,115,132,250 ml,271,312,500 ml,522,600,1 L,1002,1152,150,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-001,ORL,Oral Care,Colgate Strong Teeth,Colgate,Standard,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,151,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-002,ORL,Oral Care,Colgate MaxFresh,Colgate,Premium,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,152,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-003,ORL,Oral Care,Colgate Visible White,Colgate,Premium,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,153,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-004,ORL,Oral Care,Closeup Ever Fresh,Closeup,Standard,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,154,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-005,ORL,Oral Care,Pepsodent Germicheck,Pepsodent,Standard,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,155,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-006,ORL,Oral Care,Sensodyne Fresh Mint,Sensodyne,Premium,g,50 g,153,176,100 g,307,353,250 g,725,834,500 g,1395,1604,1 kg,2678,3080,156,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-007,ORL,Oral Care,Dabur Red Paste,Dabur,Standard,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,157,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-008,ORL,Oral Care,Meswak Toothpaste,Dabur,Premium,g,50 g,41,47,100 g,82,94,250 g,195,224,500 g,375,431,1 kg,720,828,158,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-009,ORL,Oral Care,Colgate Kids,Colgate,Standard,g,50 g,58,67,100 g,116,133,250 g,273,314,500 g,525,604,1 kg,1008,1159,159,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
ORL-010,ORL,Oral Care,Oral-B Toothbrush Pack,Oral-B,Premium,g,50 g,25,29,100 g,50,57,250 g,117,135,500 g,225,259,1 kg,432,497,160,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-001,CLN,Home Cleaning,Surf Excel Matic,Surf Excel,Premium,g,500 g,135,155,1 kg,259,298,2 kg,497,572,5 kg,1188,1366,10 kg,2268,2608,161,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-002,CLN,Home Cleaning,Ariel Matic,Ariel,Premium,g,500 g,135,155,1 kg,259,298,2 kg,497,572,5 kg,1188,1366,10 kg,2268,2608,162,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-003,CLN,Home Cleaning,Tide Plus,Tide,Standard,g,500 g,100,115,1 kg,192,221,2 kg,368,423,5 kg,880,1012,10 kg,1680,1932,163,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-004,CLN,Home Cleaning,Vim Dishwash Liquid,Vim,Standard,ml,50 ml,10,12,100 ml,18,21,250 ml,42,48,500 ml,80,92,1 L,154,177,164,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-005,CLN,Home Cleaning,Vim Dishwash Bar,Vim,Standard,g,50 g,11,13,100 g,22,25,250 g,52,60,500 g,100,115,1 kg,192,221,165,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-006,CLN,Home Cleaning,Lizol Floor Cleaner,Lizol,Premium,g,50 g,11,13,100 g,22,25,250 g,52,60,500 g,100,115,1 kg,192,221,166,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-007,CLN,Home Cleaning,Harpic Toilet Cleaner,Harpic,Standard,ml,50 ml,10,12,100 ml,16,18,250 ml,39,45,500 ml,75,86,1 L,144,166,167,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-008,CLN,Home Cleaning,Colin Glass Cleaner,Colin,Standard,ml,50 ml,10,12,100 ml,16,18,250 ml,39,45,500 ml,75,86,1 L,144,166,168,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-009,CLN,Home Cleaning,Domex Toilet Cleaner,Domex,Standard,ml,50 ml,10,12,100 ml,16,18,250 ml,39,45,500 ml,75,86,1 L,144,166,169,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
CLN-010,CLN,Home Cleaning,Dettol Disinfectant Liquid,Dettol,Premium,ml,50 ml,10,12,100 ml,16,18,250 ml,39,45,500 ml,75,86,1 L,144,166,170,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-001,HOU,Household Essentials,Presto Garbage Bags,Presto,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,171,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-002,HOU,Household Essentials,Origami Tissue Roll Pack,Origami,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,172,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-003,HOU,Household Essentials,Freshwrap Aluminium Foil,Freshwrap,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,173,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-004,HOU,Household Essentials,Freshwrap Cling Film,Freshwrap,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,174,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-005,HOU,Household Essentials,Tupperware Storage Container,Tupperware,Premium,piece,1 piece,90,103,2 piece,148,170,4 piece,270,311,6 piece,378,435,10 piece,585,673,175,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-006,HOU,Household Essentials,Milton Water Bottle,Milton,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,176,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-007,HOU,Household Essentials,Cello Storage Container Set,Cello,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,177,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-008,HOU,Household Essentials,Scotch-Brite Scrub Pad Pack,Scotch-Brite,Standard,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,178,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-009,HOU,Household Essentials,Gala Floor Wiper,Gala,Standard,piece,1 piece,90,103,2 piece,148,170,4 piece,270,311,6 piece,378,435,10 piece,585,673,179,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
HOU-010,HOU,Household Essentials,Pigeon Kitchen Storage Set,Pigeon,Premium,g,50 g,48,55,100 g,56,64,250 g,80,92,500 g,120,138,1 kg,200,230,180,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-001,INS,Instant & Packaged Foods,Maggi 2-Minute Noodles,Nestlé,Standard,g,50 g,10,12,100 g,18,21,250 g,42,48,500 g,80,92,1 kg,154,177,181,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-002,INS,Instant & Packaged Foods,Yippee Magic Masala Noodles,Sunfeast,Standard,g,50 g,10,12,100 g,18,21,250 g,42,48,500 g,80,92,1 kg,154,177,182,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-003,INS,Instant & Packaged Foods,MTR Ready-to-Eat Poha,MTR,Standard,g,50 g,14,16,100 g,29,33,250 g,68,78,500 g,130,150,1 kg,250,288,183,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-004,INS,Instant & Packaged Foods,MTR Ready-to-Eat Upma,MTR,Premium,g,50 g,14,16,100 g,29,33,250 g,68,78,500 g,130,150,1 kg,250,288,184,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-005,INS,Instant & Packaged Foods,MTR Ready-to-Eat Rajma,MTR,Premium,g,50 g,14,16,100 g,29,33,250 g,68,78,500 g,130,150,1 kg,250,288,185,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-006,INS,Instant & Packaged Foods,Tata Sampann Poha,Tata Sampann,Standard,g,50 g,10,12,100 g,19,22,250 g,46,53,500 g,88,101,1 kg,169,194,186,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-007,INS,Instant & Packaged Foods,Saffola Masala Oats,Saffola,Premium,g,50 g,10,12,100 g,21,24,250 g,49,56,500 g,94,108,1 kg,181,208,187,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-008,INS,Instant & Packaged Foods,Kellogg's Corn Flakes,Kellogg's,Premium,g,50 g,14,16,100 g,29,33,250 g,68,78,500 g,130,150,1 kg,250,288,188,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-009,INS,Instant & Packaged Foods,Quaker Oats,Quaker,Standard,g,50 g,15,17,100 g,31,36,250 g,73,84,500 g,140,161,1 kg,269,309,189,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
INS-010,INS,Instant & Packaged Foods,Ching's Schezwan Noodles,Ching's Secret,Standard,g,50 g,10,12,100 g,18,21,250 g,42,48,500 g,80,92,1 kg,154,177,190,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-001,BAB,Baby Care & Family Care,Pampers Baby Dry Small,Pampers,Premium,g,50 g,52,60,100 g,105,121,250 g,247,284,500 g,475,546,1 kg,912,1049,191,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-002,BAB,Baby Care & Family Care,Pampers Baby Dry Medium,Pampers,Premium,g,50 g,52,60,100 g,105,121,250 g,247,284,500 g,475,546,1 kg,912,1049,192,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-003,BAB,Baby Care & Family Care,Huggies Wonder Pants Small,Huggies,Premium,g,50 g,52,60,100 g,105,121,250 g,247,284,500 g,475,546,1 kg,912,1049,193,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-004,BAB,Baby Care & Family Care,Huggies Wonder Pants Medium,Huggies,Premium,g,50 g,52,60,100 g,105,121,250 g,247,284,500 g,475,546,1 kg,912,1049,194,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-005,BAB,Baby Care & Family Care,Johnson's Baby Shampoo,Johnson's Baby,Standard,ml,50 ml,61,70,100 ml,121,139,250 ml,286,329,500 ml,550,633,1 L,1056,1214,195,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-006,BAB,Baby Care & Family Care,Johnson's Baby Lotion,Johnson's Baby,Standard,ml,50 ml,61,70,100 ml,121,139,250 ml,286,329,500 ml,550,633,1 L,1056,1214,196,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-007,BAB,Baby Care & Family Care,Himalaya Baby Wipes,Himalaya,Standard,g,50 g,44,51,100 g,88,101,250 g,208,239,500 g,400,460,1 kg,768,883,197,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-008,BAB,Baby Care & Family Care,Mamaearth Baby Lotion,Mamaearth,Premium,ml,50 ml,88,101,100 ml,175,201,250 ml,415,477,500 ml,798,918,1 L,1531,1761,198,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-009,BAB,Baby Care & Family Care,Sebamed Baby Wash,Sebamed,Premium,ml,50 ml,115,132,100 ml,230,265,250 ml,543,624,500 ml,1045,1202,1 L,2006,2307,199,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
BAB-010,BAB,Baby Care & Family Care,Johnson's Baby Powder,Johnson's Baby,Standard,g,50 g,44,51,100 g,88,101,250 g,208,239,500 g,400,460,1 kg,768,883,200,Final product list.xlsx,product_master,2026-09-21T14:25:30.977573+00:00
