supplier_id,supplier_name,supplier_type_id,supplier_type_name,location_id,location_name,city,supplier_latitude,supplier_longitude,product_category_scope,minimum_order_qty_units,max_order_qty_units,max_ship_qty_at_once_units,supplier_storage_capacity_units,vehicle_type,vehicle_count,vehicle_load_capacity_units,lead_time_days,location_note,_row_id,_source_file,_source_sheet,_staged_at
SUP-KOL-014-02,Behala Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-014,Behala,Kolkata,22.49745,88.31685,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2400,1200,3400,Mini Truck,4,30,1,Approximate planning coordinate near area center,67,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-014-03,Behala Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-014,Behala,Kolkata,22.49515,88.31935,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1800,950,2800,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,68,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-014-04,Behala Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-014,Behala,Kolkata,22.49725,88.31925,Soft Drinks & Beverages; Tea & Coffee,100,2000,1100,2200,Van,3,26,1,Approximate planning coordinate near area center,69,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-014-05,"Behala Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-014,Behala,Kolkata,22.49615,88.31785,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1600,800,2200,Mini Truck,3,29,1,Approximate planning coordinate near area center,70,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-015-01,Chetla Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-015,Chetla,Kolkata,22.50845,88.34295,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,2100,700,2200,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,71,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-015-02,Chetla Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-015,Chetla,Kolkata,22.51115,88.34315,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2500,1000,3000,Mini Truck,5,30,1,Approximate planning coordinate near area center,72,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-015-03,Chetla Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-015,Chetla,Kolkata,22.50885,88.34565,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1900,750,2400,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,73,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-015-04,Chetla Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-015,Chetla,Kolkata,22.51095,88.34555,Soft Drinks & Beverages; Tea & Coffee,80,2100,900,1800,Van,4,26,1,Approximate planning coordinate near area center,74,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-015-05,"Chetla Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-015,Chetla,Kolkata,22.50985,88.34415,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1700,600,1800,Mini Truck,4,29,1,Approximate planning coordinate near area center,75,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-016-01,Alipore Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-016,Alipore,Kolkata,22.5336,88.3315,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,1800,750,2300,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,76,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-016-02,Alipore Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-016,Alipore,Kolkata,22.5363,88.3317,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2200,1050,3100,Mini Truck,4,30,1,Approximate planning coordinate near area center,77,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-016-03,Alipore Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-016,Alipore,Kolkata,22.534,88.3342,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1600,800,2500,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,78,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-016-04,Alipore Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-016,Alipore,Kolkata,22.5361,88.3341,Soft Drinks & Beverages; Tea & Coffee,90,1800,950,1900,Van,3,26,1,Approximate planning coordinate near area center,79,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-016-05,"Alipore Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-016,Alipore,Kolkata,22.535,88.3327,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1400,650,1900,Mini Truck,3,29,1,Approximate planning coordinate near area center,80,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-017-01,Kalighat Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-017,Kalighat,Kolkata,22.51905,88.34125,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,1900,800,2400,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,81,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-017-02,Kalighat Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-017,Kalighat,Kolkata,22.52175,88.34145,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2300,1100,3200,Mini Truck,5,30,1,Approximate planning coordinate near area center,82,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-017-03,Kalighat Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-017,Kalighat,Kolkata,22.51945,88.34395,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1700,850,2600,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,83,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-017-04,Kalighat Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-017,Kalighat,Kolkata,22.52155,88.34385,Soft Drinks & Beverages; Tea & Coffee,100,1900,1000,2000,Van,4,26,1,Approximate planning coordinate near area center,84,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-017-05,"Kalighat Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-017,Kalighat,Kolkata,22.52045,88.34245,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1500,700,2000,Mini Truck,4,29,1,Approximate planning coordinate near area center,85,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-018-01,Bhawanipore Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-018,Bhawanipore,Kolkata,22.53345,88.35045,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,2000,850,2500,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,86,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-018-02,Bhawanipore Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-018,Bhawanipore,Kolkata,22.53615,88.35065,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2400,1150,3300,Mini Truck,4,30,1,Approximate planning coordinate near area center,87,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-018-03,Bhawanipore Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-018,Bhawanipore,Kolkata,22.53385,88.35315,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1800,900,2700,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,88,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-018-04,Bhawanipore Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-018,Bhawanipore,Kolkata,22.53595,88.35305,Soft Drinks & Beverages; Tea & Coffee,80,2000,1050,2100,Van,3,26,1,Approximate planning coordinate near area center,89,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-018-05,"Bhawanipore Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-018,Bhawanipore,Kolkata,22.53485,88.35165,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1600,750,2100,Mini Truck,3,29,1,Approximate planning coordinate near area center,90,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-019-01,Park Street Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-019,Park Street,Kolkata,22.5521,88.3498,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,2100,900,2600,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,91,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-019-02,Park Street Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-019,Park Street,Kolkata,22.5548,88.35,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2500,1200,3400,Mini Truck,5,30,1,Approximate planning coordinate near area center,92,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-019-03,Park Street Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-019,Park Street,Kolkata,22.5525,88.3525,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1900,950,2800,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,93,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-019-04,Park Street Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-019,Park Street,Kolkata,22.5546,88.3524,Soft Drinks & Beverages; Tea & Coffee,90,2100,1100,2200,Van,4,26,1,Approximate planning coordinate near area center,94,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-019-05,"Park Street Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-019,Park Street,Kolkata,22.5535,88.351,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1700,800,2200,Mini Truck,4,29,1,Approximate planning coordinate near area center,95,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-020-01,Esplanade Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-020,Esplanade,Kolkata,22.56135,88.35045,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,1800,700,2200,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,96,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-020-02,Esplanade Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-020,Esplanade,Kolkata,22.56405,88.35065,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2200,1000,3000,Mini Truck,4,30,1,Approximate planning coordinate near area center,97,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-020-03,Esplanade Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-020,Esplanade,Kolkata,22.56175,88.35315,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1600,750,2400,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,98,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-020-04,Esplanade Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-020,Esplanade,Kolkata,22.56385,88.35305,Soft Drinks & Beverages; Tea & Coffee,100,1800,900,1800,Van,3,26,1,Approximate planning coordinate near area center,99,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-020-05,"Esplanade Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-020,Esplanade,Kolkata,22.56275,88.35165,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1400,600,1800,Mini Truck,3,29,1,Approximate planning coordinate near area center,100,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-021-01,Entally Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-021,Entally,Kolkata,22.55545,88.36895,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,1900,750,2300,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,101,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-021-02,Entally Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-021,Entally,Kolkata,22.55815,88.36915,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2300,1050,3100,Mini Truck,5,30,1,Approximate planning coordinate near area center,102,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-021-03,Entally Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-021,Entally,Kolkata,22.55585,88.37165,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1700,800,2500,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,103,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-021-04,Entally Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-021,Entally,Kolkata,22.55795,88.37155,Soft Drinks & Beverages; Tea & Coffee,80,1900,950,1900,Van,4,26,1,Approximate planning coordinate near area center,104,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-021-05,"Entally Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-021,Entally,Kolkata,22.55685,88.37015,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1500,650,1900,Mini Truck,4,29,1,Approximate planning coordinate near area center,105,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-022-01,Sealdah Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-022,Sealdah,Kolkata,22.5659,88.3708,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,2000,800,2400,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,106,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-022-02,Sealdah Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-022,Sealdah,Kolkata,22.5686,88.371,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2400,1100,3200,Mini Truck,4,30,1,Approximate planning coordinate near area center,107,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-022-03,Sealdah Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-022,Sealdah,Kolkata,22.5663,88.3735,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1800,850,2600,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,108,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-022-04,Sealdah Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-022,Sealdah,Kolkata,22.5684,88.3734,Soft Drinks & Beverages; Tea & Coffee,90,2000,1000,2000,Van,3,26,1,Approximate planning coordinate near area center,109,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-022-05,"Sealdah Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-022,Sealdah,Kolkata,22.5673,88.372,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1600,700,2000,Mini Truck,3,29,1,Approximate planning coordinate near area center,110,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-023-01,Tangra Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-023,Tangra,Kolkata,22.55175,88.38165,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,2100,850,2500,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,111,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-023-02,Tangra Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-023,Tangra,Kolkata,22.55445,88.38185,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2500,1150,3300,Mini Truck,5,30,1,Approximate planning coordinate near area center,112,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-023-03,Tangra Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-023,Tangra,Kolkata,22.55215,88.38435,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1900,900,2700,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,113,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-023-04,Tangra Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-023,Tangra,Kolkata,22.55425,88.38425,Soft Drinks & Beverages; Tea & Coffee,100,2100,1050,2100,Van,4,26,1,Approximate planning coordinate near area center,114,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-023-05,"Tangra Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-023,Tangra,Kolkata,22.55315,88.38285,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1700,750,2100,Mini Truck,4,29,1,Approximate planning coordinate near area center,115,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-024-01,Topsia Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-024,Topsia,Kolkata,22.54095,88.38245,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,1800,900,2600,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,116,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-024-02,Topsia Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-024,Topsia,Kolkata,22.54365,88.38265,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2200,1200,3400,Mini Truck,4,30,1,Approximate planning coordinate near area center,117,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-024-03,Topsia Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-024,Topsia,Kolkata,22.54135,88.38515,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1600,950,2800,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,118,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-024-04,Topsia Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-024,Topsia,Kolkata,22.54345,88.38505,Soft Drinks & Beverages; Tea & Coffee,80,1800,1100,2200,Van,3,26,1,Approximate planning coordinate near area center,119,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-024-05,"Topsia Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-024,Topsia,Kolkata,22.54235,88.38365,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,50,1400,800,2200,Mini Truck,3,29,1,Approximate planning coordinate near area center,120,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-025-01,Beliaghata Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-025,Beliaghata,Kolkata,22.5636,88.3868,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,90,1900,700,2200,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,121,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-025-02,Beliaghata Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-025,Beliaghata,Kolkata,22.5663,88.387,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",110,2300,1000,3000,Mini Truck,5,30,1,Approximate planning coordinate near area center,122,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-025-03,Beliaghata Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-025,Beliaghata,Kolkata,22.564,88.3895,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,70,1700,750,2400,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,123,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-025-04,Beliaghata Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-025,Beliaghata,Kolkata,22.5661,88.3894,Soft Drinks & Beverages; Tea & Coffee,90,1900,900,1800,Van,4,26,1,Approximate planning coordinate near area center,124,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-025-05,"Beliaghata Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-025,Beliaghata,Kolkata,22.565,88.388,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,60,1500,600,1800,Mini Truck,4,29,1,Approximate planning coordinate near area center,125,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-026-01,Maniktala Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-026,Maniktala,Kolkata,22.58775,88.38515,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,100,2000,750,2300,Refrigerated Mini Truck,3,34,1,Approximate planning coordinate near area center,126,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-026-02,Maniktala Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-026,Maniktala,Kolkata,22.59045,88.38535,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",120,2400,1050,3100,Mini Truck,4,30,1,Approximate planning coordinate near area center,127,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-026-03,Maniktala Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-026,Maniktala,Kolkata,22.58815,88.38785,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,80,1800,800,2500,Tempo/LCV,3,28,1,Approximate planning coordinate near area center,128,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-026-04,Maniktala Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-026,Maniktala,Kolkata,22.59025,88.38775,Soft Drinks & Beverages; Tea & Coffee,100,2000,950,1900,Van,3,26,1,Approximate planning coordinate near area center,129,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-026-05,"Maniktala Home, Personal & Family Wholesale Hub",SUP-T05,"Home, Personal & Family",KOL-LOC-026,Maniktala,Kolkata,22.58915,88.38635,Baby Care & Family Care; Household Essentials; Home Cleaning; Oral Care; Personal Care,70,1600,650,1900,Mini Truck,3,29,1,Approximate planning coordinate near area center,130,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-027-01,Kankurgachi Fresh Produce & Chilled Market,SUP-T01,Fresh Produce & Chilled,KOL-LOC-027,Kankurgachi,Kolkata,22.58245,88.39445,Fresh Fruits; Fresh Vegetables; Dairy & Milk Products; Ice Cream & Frozen Desserts,80,2100,800,2400,Refrigerated Mini Truck,4,34,1,Approximate planning coordinate near area center,131,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-027-02,Kankurgachi Staples & Cooking Depot,SUP-T02,Staples & Cooking,KOL-LOC-027,Kankurgachi,Kolkata,22.58515,88.39465,"Rice & Staples; Pulses & Dal; Flour, Atta & Baking Essentials; Cooking Oil & Ghee",100,2500,1100,3200,Mini Truck,5,30,1,Approximate planning coordinate near area center,132,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-027-03,Kankurgachi Packaged Foods & Bakery Distribution Hub,SUP-T03,Packaged Foods & Bakery,KOL-LOC-027,Kankurgachi,Kolkata,22.58285,88.39715,Biscuits & Cookies; Bread & Bakery; Chips & Namkeen; Chocolates & Confectionery; Instant & Packaged Foods,60,1900,850,2600,Tempo/LCV,4,28,1,Approximate planning coordinate near area center,133,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
SUP-KOL-027-04,Kankurgachi Beverages Supply Point,SUP-T04,Beverages,KOL-LOC-027,Kankurgachi,Kolkata,22.58495,88.39705,Soft Drinks & Beverages; Tea & Coffee,80,2100,1000,2000,Van,4,26,1,Approximate planning coordinate near area center,134,supplier_inventory.xlsx,Supplier_Master,2026-09-21T14:25:30.977573+00:00
